simulator,sim_method,single_qubit_noise_prob,two_qubit_noise_prob,num_qubits,graph_density,p,problem_idx,expectation,elapsed_time,sample
pauli-y-noise,deterministic,0.002,0.002,5,0.5,2,2,-3.416015625,15.633601665496826,9
depolarizing-noise,deterministic,0.002,0.002,5,0.5,2,2,-3.49609375,15.93887734413147,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,2,2,-3.541015625,17.560790300369263,8
pauli-y-noise,deterministic,0.003,0.003,5,0.5,2,2,-3.513671875,17.82039785385132,5
pauli-y-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.255859375,19.848559379577637,6
pauli-x-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.62109375,20.14832592010498,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.517578125,18.984403371810913,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.3828125,21.046419382095337,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.326171875,20.537753343582153,9
pauli-z-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.505859375,19.064785957336426,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.5078125,20.634676218032837,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.404296875,20.380149841308594,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.515625,19.999454259872437,6
pauli-z-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.40234375,19.733595371246338,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.42578125,22.982539176940918,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.435546875,20.598312616348267,5
pauli-y-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.421875,20.68151545524597,6
pauli-y-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.48828125,22.16335105895996,8
pauli-y-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.462890625,20.1830313205719,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.416015625,19.78061318397522,9
pauli-y-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.37109375,20.004096269607544,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.5859375,21.40214991569519,6
depolarizing-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.53125,21.585043907165527,6
pauli-x-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.37890625,21.28385019302368,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.505859375,22.02498149871826,5
pauli-x-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.455078125,19.868263006210327,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.443359375,22.254441261291504,8
pauli-x-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.53515625,20.162482023239136,6
pauli-y-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.357421875,22.709716796875,7
pauli-z-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.654296875,19.518701791763306,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.52734375,22.71376347541809,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.599609375,21.006155729293823,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.484375,22.941799640655518,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.494140625,21.640088081359863,5
depolarizing-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.421875,23.857685565948486,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.77734375,23.47055745124817,7
depolarizing-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.5078125,25.164042949676514,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.546875,22.492871046066284,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.291015625,21.551759004592896,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.498046875,21.918236017227173,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.53125,21.689703702926636,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.380859375,21.972138166427612,5
pauli-y-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.482421875,21.77515959739685,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.537109375,22.817455768585205,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.630859375,25.109326601028442,5
pauli-x-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.322265625,22.869100093841553,7
pauli-x-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.431640625,26.00887107849121,9
depolarizing-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.568359375,24.356420516967773,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.572265625,23.21691131591797,7
pauli-x-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.474609375,23.413240432739258,6
depolarizing-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.681640625,25.762975692749023,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.66015625,22.77765679359436,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.513671875,24.19893193244934,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.48046875,24.256766080856323,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.494140625,25.736639261245728,9
depolarizing-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.61328125,25.74724006652832,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.521484375,23.25634765625,9
depolarizing-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.44140625,23.462637186050415,6
pauli-z-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.6015625,25.048240661621094,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.40625,23.08010959625244,5
depolarizing-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.5390625,25.18247652053833,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,3,2,-3.759765625,27.232688188552856,9
depolarizing-noise,deterministic,0.003,0.003,5,0.5,3,2,-3.4921875,27.200111150741577,8
depolarizing-noise,deterministic,0.002,0.002,5,0.5,3,2,-3.58203125,26.210415601730347,8
pauli-y-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.216796875,27.78900957107544,6
pauli-x-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.373046875,25.804832220077515,9
pauli-x-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.576171875,27.241438150405884,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.30859375,28.03239893913269,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.53515625,27.848848819732666,6
pauli-z-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.466796875,28.513052463531494,7
pauli-x-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.5625,28.727855682373047,8
pauli-y-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.431640625,27.311002492904663,8
pauli-y-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.369140625,29.094280004501343,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.5,26.050920486450195,8
pauli-z-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.7734375,30.244876623153687,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.484375,27.59715175628662,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.62890625,30.473448276519775,5
pauli-z-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.580078125,28.24530816078186,8
pauli-y-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.5546875,26.51299238204956,5
pauli-y-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.298828125,29.56717348098755,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.4765625,27.113409519195557,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.3203125,29.718997716903687,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.6953125,32.04982018470764,6
pauli-y-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.625,30.59413170814514,6
pauli-z-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.548828125,28.443371295928955,5
pauli-x-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.5703125,29.86045503616333,6
pauli-x-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.5078125,29.97655463218689,8
pauli-z-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.47265625,32.392019748687744,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.419921875,27.421518564224243,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.5078125,29.887556791305542,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.47265625,31.607170581817627,6
depolarizing-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.638671875,30.626758813858032,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.623046875,32.84071087837219,6
pauli-y-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.421875,31.235682249069214,7
pauli-x-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.51171875,31.703263759613037,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.451171875,28.618669033050537,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.388671875,29.552871465682983,9
pauli-x-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.72265625,34.973498821258545,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.501953125,30.885666608810425,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.517578125,30.890735149383545,5
depolarizing-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.3828125,31.395348072052002,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.447265625,31.170686721801758,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.3515625,31.316154956817627,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.67578125,29.994155645370483,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.7890625,31.725104331970215,7
depolarizing-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.724609375,29.91282296180725,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.71484375,34.417874813079834,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.701171875,29.692657709121704,6
pauli-z-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.763671875,31.511872053146362,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.701171875,30.20887517929077,9
depolarizing-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.677734375,31.40601396560669,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.72265625,31.24177598953247,7
depolarizing-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.470703125,30.92850160598755,6
pauli-z-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.68359375,29.779725790023804,9
depolarizing-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.771484375,31.933812379837036,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.623046875,30.314155340194702,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.724609375,35.321526288986206,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.541015625,29.54495668411255,8
pauli-y-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.53125,31.629872798919678,5
pauli-x-noise,deterministic,0.002,0.002,5,0.5,4,2,-3.58984375,33.19794058799744,6
depolarizing-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.8046875,35.67267560958862,9
depolarizing-noise,deterministic,0.001,0.001,5,0.5,4,2,-3.609375,34.90652585029602,6
depolarizing-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.515625,32.100459814071655,8
pauli-x-noise,deterministic,0.003,0.003,5,0.5,4,2,-3.537109375,36.32384419441223,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.1875,32.82760500907898,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.57421875,36.06774950027466,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.419921875,36.01154661178589,8
pauli-x-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.37109375,31.575191497802734,9
pauli-x-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.517578125,38.53274369239807,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.5703125,35.226006746292114,5
pauli-y-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.4375,37.7249493598938,8
pauli-z-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.732421875,36.57118844985962,9
pauli-z-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.65625,38.7074236869812,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.54296875,35.81813883781433,5
pauli-x-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.548828125,38.928465843200684,8
pauli-y-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.34765625,33.333101749420166,7
pauli-z-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.513671875,36.97826290130615,7
pauli-z-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.5546875,38.04471492767334,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.822265625,39.63878273963928,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.515625,39.868136405944824,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.3828125,36.06765866279602,5
pauli-z-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.560546875,35.73886775970459,5
pauli-z-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.599609375,38.10937023162842,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.68359375,36.287983894348145,5
pauli-z-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.521484375,35.7299861907959,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.666015625,33.28409242630005,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.759765625,34.844576835632324,6
pauli-x-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.5546875,38.27698278427124,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.5234375,38.108346939086914,9
depolarizing-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.787109375,34.30971550941467,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.646484375,37.10798454284668,6
pauli-z-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.46484375,39.310396671295166,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.7265625,37.778544187545776,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.681640625,39.04033899307251,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.474609375,40.432852268218994,6
pauli-y-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.740234375,36.59445834159851,7
pauli-z-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.72265625,37.02134895324707,7
pauli-x-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.607421875,38.96400547027588,8
pauli-z-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.578125,37.97159004211426,5
pauli-y-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.4453125,35.01190948486328,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.798828125,41.30884766578674,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.517578125,38.753090620040894,5
pauli-y-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.482421875,42.77088260650635,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.671875,41.920127153396606,6
depolarizing-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.60546875,37.999298095703125,9
depolarizing-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.70703125,38.69817614555359,7
depolarizing-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.5859375,40.938456773757935,6
depolarizing-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.47265625,38.13625502586365,6
depolarizing-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.451171875,40.377811670303345,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.85546875,40.10426425933838,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.673828125,44.16310930252075,9
pauli-y-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.673828125,39.458988666534424,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.65234375,41.94323706626892,6
pauli-y-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.697265625,40.01446843147278,8
pauli-x-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.501953125,35.795658826828,7
depolarizing-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.78515625,37.852118730545044,9
depolarizing-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.7265625,42.95727801322937,5
depolarizing-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.619140625,43.5102014541626,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.80078125,41.45602631568909,5
depolarizing-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.798828125,42.90472221374512,8
depolarizing-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.703125,42.68098592758179,8
depolarizing-noise,deterministic,0.001,0.001,5,0.5,5,2,-3.58984375,40.645554304122925,6
depolarizing-noise,deterministic,0.003,0.003,5,0.5,5,2,-3.6640625,42.404619455337524,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,5,2,-3.693359375,47.309691190719604,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.16015625,40.314186811447144,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.55078125,41.89023542404175,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.552734375,41.501065254211426,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.53515625,43.01830530166626,5
pauli-z-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.576171875,42.44220232963562,8
pauli-y-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.58203125,43.38217878341675,5
pauli-x-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.5078125,43.39683771133423,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.513671875,46.17476534843445,9
pauli-y-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.404296875,47.558777809143066,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.501953125,46.02529287338257,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.505859375,47.360318660736084,8
pauli-z-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.638671875,46.94196391105652,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.8828125,46.2887396812439,6
pauli-x-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.4375,48.23064875602722,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.662109375,41.65278697013855,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.48046875,47.15427327156067,9
pauli-x-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.53125,41.68553376197815,8
pauli-y-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.70703125,42.312819480895996,7
pauli-z-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.66796875,46.753422498703,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.533203125,44.93365120887756,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.61328125,46.00686025619507,9
pauli-y-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.55078125,42.16513013839722,6
pauli-z-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.576171875,46.81153130531311,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.7578125,48.18590521812439,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.783203125,44.23319125175476,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.4296875,44.92957830429077,5
pauli-x-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.443359375,41.612778425216675,7
pauli-x-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.40234375,45.604164361953735,6
pauli-x-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.42578125,51.00194549560547,5
pauli-y-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.701171875,43.38044810295105,6
pauli-z-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.755859375,48.5513334274292,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.4453125,46.033440589904785,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.71875,42.843958377838135,9
pauli-z-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.814453125,48.15373492240906,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.703125,47.84096646308899,7
pauli-y-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.67578125,44.91803240776062,8
pauli-x-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.56640625,50.035282373428345,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.705078125,53.187044620513916,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.53515625,48.11322522163391,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.701171875,51.50987100601196,6
depolarizing-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.626953125,49.157326221466064,9
depolarizing-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.65625,45.358407497406006,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.693359375,49.18107509613037,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.767578125,50.87963247299194,9
pauli-y-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.63671875,48.40641951560974,9
pauli-y-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.58203125,57.193479776382446,7
depolarizing-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.703125,50.05767774581909,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.3984375,51.00219202041626,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.87890625,54.54067921638489,7
depolarizing-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.826171875,51.175100564956665,7
depolarizing-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.619140625,51.60374975204468,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.740234375,48.352757692337036,5
depolarizing-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.625,52.96861934661865,6
depolarizing-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.59765625,48.99354028701782,5
pauli-y-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.7109375,52.49358797073364,9
depolarizing-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.755859375,47.767964601516724,8
pauli-x-noise,deterministic,0.002,0.002,5,0.5,6,2,-3.671875,44.82481408119202,6
depolarizing-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.76953125,51.15556359291077,8
depolarizing-noise,deterministic,0.003,0.003,5,0.5,6,2,-3.716796875,48.394665241241455,8
depolarizing-noise,deterministic,0.001,0.001,5,0.5,6,2,-3.73046875,57.70727014541626,6
pauli-y-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.501953125,52.19696831703186,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.544921875,54.15091395378113,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.08203125,64.34355425834656,6
pauli-x-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.353515625,54.13288879394531,8
pauli-y-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.525390625,49.88793349266052,6
pauli-z-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.66796875,51.26360368728638,9
pauli-y-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.345703125,54.85985589027405,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.650390625,53.037617921829224,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.369140625,54.420345306396484,9
pauli-x-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.61328125,63.69007706642151,7
pauli-y-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.6015625,59.328829765319824,5
pauli-z-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.666015625,56.30839419364929,9
pauli-x-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.478515625,54.06178641319275,9
pauli-z-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.576171875,60.479174852371216,8
pauli-z-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.615234375,53.57858324050903,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.306640625,52.49920463562012,5
pauli-x-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.3515625,52.83149027824402,5
pauli-y-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.48828125,48.16682267189026,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.80078125,53.629711866378784,8
pauli-x-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.59765625,59.79982328414917,9
pauli-x-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.7578125,62.281506061553955,9
pauli-y-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.56640625,60.70071625709534,8
depolarizing-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.626953125,50.86205196380615,5
pauli-z-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.92578125,60.65215587615967,6
pauli-y-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.765625,59.55460596084595,7
pauli-z-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.517578125,53.809412240982056,5
pauli-z-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.810546875,61.998440980911255,7
pauli-z-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.7421875,54.29405236244202,5
pauli-y-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.67578125,52.05770993232727,9
pauli-z-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.75,56.97821521759033,6
pauli-y-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.423828125,58.232887506484985,5
pauli-x-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.69921875,56.476394176483154,7
pauli-x-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.3515625,58.089706897735596,6
pauli-x-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.767578125,59.518460750579834,6
pauli-x-noise,deterministic,0.002,0.002,5,0.5,7,2,-3.521484375,64.63079619407654,8
pauli-z-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.8203125,63.71971011161804,8
pauli-y-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.69921875,60.74888515472412,6
pauli-x-noise,deterministic,0.001,0.001,5,0.5,7,2,-3.5703125,59.29025888442993,8
depolarizing-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.716796875,60.37750029563904,9
pauli-x-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.4765625,62.234066009521484,7
pauli-y-noise,deterministic,0.003,0.003,5,0.5,7,2,-3.4765625,56.72556972503662,7
