simulator,sim_method,single_qubit_noise_prob,two_qubit_noise_prob,num_qubits,graph_density,p,problem_idx,expectation,elapsed_time,sample
pauli-x-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.091796875,32.25834083557129,2
pauli-y-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.2109375,29.45499563217163,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.556640625,33.96840286254883,1
pauli-y-noise,deterministic,0,0,5,0.5,7,2,-3.80859375,27.16324734687805,3
depolarizing-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.4375,30.55128526687622,1
pauli-y-noise,deterministic,0,0,5,0.5,7,2,-3.95703125,28.050451278686523,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,6,2,-3.31640625,33.395954608917236,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.224609375,29.194202184677124,3
depolarizing-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.228515625,31.232365369796753,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.078125,33.37292790412903,2
pauli-y-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.22265625,32.61543130874634,1
pauli-z-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.583984375,30.8068106174469,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.708984375,30.448235273361206,4
pauli-z-noise,deterministic,0,0,5,0.5,7,2,-3.822265625,28.083804607391357,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,6,2,-2.71875,32.46469259262085,4
pauli-x-noise,deterministic,0,0,5,0.5,7,2,-4.04296875,26.54289960861206,3
pauli-z-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.51171875,33.63121199607849,2
pauli-x-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.271484375,31.647425413131714,2
pauli-y-noise,deterministic,0.02,0.02,5,0.5,6,2,-2.759765625,30.415703773498535,4
pauli-z-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.513671875,31.100111961364746,4
pauli-z-noise,deterministic,0,0,5,0.5,7,2,-3.93359375,28.74863290786743,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.462890625,32.51172065734863,2
pauli-z-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.56640625,33.25590181350708,1
pauli-x-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.369140625,29.563472032546997,3
depolarizing-noise,deterministic,0.02,0.02,5,0.5,6,2,-3.09765625,30.78661322593689,4
pauli-z-noise,deterministic,0,0,5,0.5,7,2,-4.033203125,27.860780239105225,4
depolarizing-noise,deterministic,0,0,5,0.5,7,2,-3.767578125,30.123951196670532,4
pauli-z-noise,deterministic,0,0,5,0.5,7,2,-3.990234375,27.143230438232422,3
depolarizing-noise,deterministic,0.02,0.02,5,0.5,6,2,-3.1328125,31.705989122390747,2
pauli-x-noise,deterministic,0,0,5,0.5,7,2,-3.880859375,30.063039541244507,4
pauli-x-noise,deterministic,0,0,5,0.5,7,2,-3.87890625,29.568557500839233,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.28515625,34.66048192977905,1
depolarizing-noise,deterministic,0.02,0.02,5,0.5,6,2,-3.033203125,35.83917999267578,3
depolarizing-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.732421875,35.13683891296387,3
depolarizing-noise,deterministic,0,0,5,0.5,7,2,-3.84375,27.93712067604065,3
depolarizing-noise,deterministic,0,0,5,0.5,7,2,-3.77734375,26.93928289413452,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.484375,33.725406646728516,4
depolarizing-noise,deterministic,0,0,5,0.5,7,2,-3.814453125,26.508800745010376,2
depolarizing-noise,deterministic,0.02,0.02,5,0.5,6,2,-3.0078125,38.10295295715332,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,6,2,-3.36328125,35.421517848968506,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,6,2,-3.783203125,37.78128361701965,4
pauli-x-noise,deterministic,0,0,5,0.5,8,2,-3.94921875,27.2109694480896,2
pauli-y-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.6171875,34.015784740448,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.814453125,36.96911120414734,4
pauli-y-noise,deterministic,0,0,5,0.5,8,2,-3.955078125,29.25487232208252,4
pauli-y-noise,deterministic,0,0,5,0.5,8,2,-3.580078125,30.75529980659485,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.689453125,32.99679660797119,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.8125,35.133503913879395,1
pauli-x-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.150390625,37.14014434814453,4
pauli-x-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.830078125,33.26858711242676,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.822265625,34.22183132171631,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.716796875,36.888540267944336,2
pauli-y-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.630859375,34.87791299819946,1
pauli-y-noise,deterministic,0,0,5,0.5,8,2,-3.95703125,31.851290464401245,3
pauli-y-noise,deterministic,0,0,5,0.5,8,2,-4.0234375,32.47249412536621,2
pauli-z-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.482421875,34.646047592163086,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.14453125,34.30800914764404,1
pauli-z-noise,deterministic,0,0,5,0.5,8,2,-3.955078125,30.07391881942749,2
pauli-x-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.0234375,35.137420654296875,2
pauli-x-noise,deterministic,0,0,5,0.5,8,2,-4.015625,32.5435311794281,3
pauli-z-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.361328125,40.422457218170166,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.658203125,33.80313229560852,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.697265625,41.93335437774658,3
pauli-z-noise,deterministic,0,0,5,0.5,8,2,-3.80859375,33.91486883163452,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.712890625,38.59909391403198,1
pauli-x-noise,deterministic,0,0,5,0.5,8,2,-3.87890625,29.726345539093018,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.75390625,39.360177755355835,2
pauli-x-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.875,39.25914812088013,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,7,2,-2.798828125,40.582759141922,4
pauli-y-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.130859375,38.14868402481079,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.732421875,37.83583068847656,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.197265625,37.170822620391846,3
pauli-z-noise,deterministic,0,0,5,0.5,8,2,-3.974609375,31.55647563934326,3
pauli-y-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.587890625,35.0996150970459,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.607421875,37.02445077896118,2
pauli-z-noise,deterministic,0,0,5,0.5,8,2,-4.046875,33.17908334732056,4
pauli-z-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.357421875,39.9524712562561,3
pauli-z-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.275390625,41.644339084625244,1
pauli-z-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.724609375,39.275010108947754,4
pauli-x-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.220703125,38.700836420059204,2
pauli-y-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.150390625,40.30915832519531,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.626953125,43.30461359024048,2
pauli-y-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.078125,41.85356783866882,3
pauli-z-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.341796875,43.93810439109802,2
pauli-x-noise,deterministic,0,0,5,0.5,8,2,-3.953125,34.634552240371704,1
pauli-y-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.16015625,42.37490248680115,2
pauli-x-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.169921875,39.12853193283081,3
pauli-z-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.5625,39.79109001159668,1
depolarizing-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.728515625,45.214959383010864,1
depolarizing-noise,deterministic,0,0,5,0.5,8,2,-3.802734375,34.27582359313965,1
pauli-z-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.490234375,42.54627299308777,2
depolarizing-noise,deterministic,0,0,5,0.5,8,2,-3.8984375,34.55023455619812,2
pauli-z-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.55078125,43.586904525756836,4
depolarizing-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.73046875,38.20280694961548,3
depolarizing-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.275390625,40.18941569328308,1
depolarizing-noise,deterministic,0,0,5,0.5,8,2,-3.8515625,42.145997762680054,4
depolarizing-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.447265625,44.01488375663757,2
depolarizing-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.08203125,43.81076908111572,2
depolarizing-noise,deterministic,0,0,5,0.5,8,2,-3.974609375,40.656033754348755,3
depolarizing-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.958984375,42.208648920059204,3
depolarizing-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.421875,41.88058924674988,4
depolarizing-noise,deterministic,0.005,0.005,5,0.5,7,2,-3.71484375,40.24710035324097,4
depolarizing-noise,deterministic,0.02,0.02,5,0.5,7,2,-3.09765625,48.417054176330566,4
depolarizing-noise,deterministic,0.02,0.02,5,0.5,7,2,-2.953125,41.881428480148315,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,7,2,-3.333984375,41.66461396217346,2
pauli-y-noise,deterministic,0,0,5,0.5,9,2,-3.970703125,33.01776385307312,4
pauli-x-noise,deterministic,0,0,5,0.5,9,2,-3.990234375,35.67780590057373,2
pauli-y-noise,deterministic,0,0,5,0.5,9,2,-3.6953125,36.35818839073181,1
pauli-y-noise,deterministic,0,0,5,0.5,9,2,-4.02734375,38.01411962509155,2
pauli-y-noise,deterministic,0,0,5,0.5,9,2,-3.921875,39.64099311828613,3
pauli-z-noise,deterministic,0,0,5,0.5,9,2,-4.01171875,37.54244899749756,2
pauli-x-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.6328125,42.31015348434448,3
pauli-x-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.75390625,41.82789325714111,3
pauli-y-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.580078125,45.14468836784363,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.796875,43.09984230995178,1
pauli-z-noise,deterministic,0,0,5,0.5,9,2,-4.015625,34.59887742996216,4
pauli-z-noise,deterministic,0,0,5,0.5,9,2,-3.982421875,36.50687313079834,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.05859375,45.82977771759033,4
pauli-x-noise,deterministic,0,0,5,0.5,9,2,-4.037109375,40.266578912734985,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.74609375,46.35221791267395,3
pauli-x-noise,deterministic,0,0,5,0.5,9,2,-3.8671875,40.32276725769043,4
pauli-z-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.478515625,45.05214595794678,3
pauli-x-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.669921875,42.88490533828735,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.609375,47.931997537612915,1
pauli-z-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.73046875,41.99903225898743,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.908203125,46.05002188682556,2
pauli-y-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.765625,53.81216478347778,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.634765625,45.977725982666016,4
pauli-x-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.755859375,44.53336691856384,4
pauli-z-noise,deterministic,0,0,5,0.5,9,2,-3.9921875,47.003177642822266,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.630859375,44.34350872039795,4
pauli-y-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.869140625,51.88826394081116,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,8,2,-3.271484375,48.48809289932251,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.748046875,48.552162647247314,3
pauli-z-noise,deterministic,0.02,0.02,5,0.5,8,2,-3.2734375,44.057631731033325,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,8,2,-2.814453125,47.58634114265442,1
pauli-x-noise,deterministic,0,0,5,0.5,9,2,-4.00390625,42.560792207717896,1
depolarizing-noise,deterministic,0,0,5,0.5,9,2,-3.912109375,40.246875047683716,1
pauli-z-noise,deterministic,0.02,0.02,5,0.5,8,2,-3.3515625,46.53179311752319,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.08984375,45.24820590019226,1
pauli-x-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.048828125,53.54783892631531,1
pauli-z-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.6484375,48.768574237823486,2
pauli-y-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.033203125,45.731722354888916,3
depolarizing-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.12109375,50.17106795310974,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.046875,51.20006036758423,4
depolarizing-noise,deterministic,0,0,5,0.5,9,2,-3.8125,42.7799813747406,2
pauli-x-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.15625,49.15830206871033,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.63671875,50.14431357383728,4
depolarizing-noise,deterministic,0,0,5,0.5,9,2,-3.921875,43.164679765701294,4
pauli-z-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.453125,46.28623294830322,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,8,2,-3.302734375,49.039393186569214,2
pauli-x-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.666015625,54.696929693222046,2
depolarizing-noise,deterministic,0,0,5,0.5,9,2,-3.990234375,41.33169865608215,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.083984375,47.92188024520874,3
pauli-z-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.58984375,47.37015342712402,1
pauli-z-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.51171875,46.54475235939026,4
pauli-y-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.078125,51.735055685043335,2
pauli-y-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.6484375,54.274800539016724,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.68359375,49.21747326850891,3
depolarizing-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.9140625,49.55898356437683,3
depolarizing-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.4765625,53.13136124610901,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.685546875,47.26711821556091,4
depolarizing-noise,deterministic,0.02,0.02,5,0.5,8,2,-3.01171875,48.26026391983032,4
depolarizing-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.36328125,49.465816259384155,4
pauli-x-noise,deterministic,0,0,5,0.5,10,2,-3.962890625,41.82402276992798,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,8,2,-3.673828125,59.4358971118927,1
depolarizing-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.9921875,55.47488760948181,2
pauli-y-noise,deterministic,0,0,5,0.5,10,2,-3.990234375,46.455193519592285,4
depolarizing-noise,deterministic,0.02,0.02,5,0.5,8,2,-2.935546875,54.365849018096924,1
pauli-z-noise,deterministic,0,0,5,0.5,10,2,-3.98828125,38.19005632400513,2
pauli-y-noise,deterministic,0,0,5,0.5,10,2,-3.787109375,45.47395873069763,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.412109375,61.735583782196045,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,8,2,-3.322265625,54.907506704330444,2
pauli-x-noise,deterministic,0,0,5,0.5,10,2,-4.0625,38.746007680892944,3
pauli-y-noise,deterministic,0,0,5,0.5,10,2,-4.033203125,45.10558724403381,2
pauli-z-noise,deterministic,0,0,5,0.5,10,2,-3.974609375,43.664244651794434,3
pauli-y-noise,deterministic,0,0,5,0.5,10,2,-3.94140625,51.06444835662842,3
pauli-x-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.765625,52.55910897254944,3
pauli-z-noise,deterministic,0,0,5,0.5,10,2,-3.96875,42.649094343185425,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.61328125,55.189444065093994,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.767578125,54.398051738739014,1
pauli-x-noise,deterministic,0,0,5,0.5,10,2,-3.91796875,50.46318221092224,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.69921875,51.20268654823303,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.599609375,58.70260787010193,3
pauli-z-noise,deterministic,0,0,5,0.5,10,2,-4.044921875,57.01123070716858,4
pauli-y-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.705078125,49.79107332229614,4
pauli-y-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.66796875,55.53998804092407,3
depolarizing-noise,deterministic,0,0,5,0.5,10,2,-3.880859375,46.5672082901001,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.68359375,54.238455057144165,1
pauli-x-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.025390625,58.676865100860596,4
pauli-x-noise,deterministic,0,0,5,0.5,10,2,-4.025390625,49.2516610622406,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.787109375,55.28878974914551,2
pauli-x-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.615234375,54.22224426269531,4
pauli-y-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.650390625,53.463152170181274,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.7578125,57.40483212471008,1
depolarizing-noise,deterministic,0,0,5,0.5,10,2,-3.841796875,48.18531584739685,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.654296875,53.90722107887268,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,9,2,-2.96484375,51.499287843704224,3
pauli-z-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.478515625,61.72522974014282,3
pauli-x-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.72265625,55.521782875061035,1
pauli-z-noise,deterministic,0.02,0.02,5,0.5,9,2,-3.31640625,56.27992486953735,1
pauli-y-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.03125,54.70738244056702,1
pauli-y-noise,deterministic,0.005,0.005,5,0.5,9,2,-2.982421875,53.52206325531006,4
pauli-z-noise,deterministic,0.02,0.02,5,0.5,9,2,-3.267578125,58.3515989780426,4
depolarizing-noise,deterministic,0,0,5,0.5,10,2,-3.9453125,51.13910484313965,4
pauli-x-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.76171875,60.954710483551025,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.66015625,51.43302059173584,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.681640625,56.21177649497986,2
pauli-z-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.4765625,51.3411910533905,4
pauli-x-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.064453125,57.24867010116577,2
depolarizing-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.13671875,60.73786234855652,3
pauli-y-noise,deterministic,0.01,0.01,5,0.5,9,2,-2.826171875,66.9026198387146,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.671875,59.41769218444824,4
depolarizing-noise,deterministic,0,0,5,0.5,10,2,-3.923828125,58.45645475387573,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.0078125,63.73383092880249,1
pauli-z-noise,deterministic,0.02,0.02,5,0.5,9,2,-3.328125,67.1454610824585,3
pauli-y-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.603515625,58.15423512458801,2
pauli-x-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.0,61.98939037322998,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.015625,60.22159695625305,2
pauli-z-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.666015625,63.81587028503418,1
pauli-z-noise,deterministic,0,0,5,0.5,11,2,-4.0,48.20933198928833,2
pauli-y-noise,deterministic,0,0,5,0.5,11,2,-3.68359375,51.363075494766235,4
depolarizing-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.466796875,58.39389181137085,2
pauli-y-noise,deterministic,0,0,5,0.5,11,2,-3.7890625,50.405338287353516,1
pauli-z-noise,deterministic,0.02,0.02,5,0.5,9,2,-3.322265625,70.63365054130554,2
depolarizing-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.677734375,65.32699728012085,3
pauli-x-noise,deterministic,0,0,5,0.5,11,2,-3.5,49.06570076942444,3
depolarizing-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.630859375,58.844321489334106,1
pauli-x-noise,deterministic,0,0,5,0.5,11,2,-3.98828125,60.42659640312195,2
depolarizing-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.923828125,63.49135613441467,3
depolarizing-noise,deterministic,0.005,0.005,5,0.5,9,2,-3.626953125,63.95894145965576,4
depolarizing-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.33984375,62.95191931724548,4
depolarizing-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.966796875,64.45009398460388,4
pauli-z-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.587890625,77.85671806335449,2
depolarizing-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.82421875,60.40549111366272,1
pauli-y-noise,deterministic,0,0,5,0.5,11,2,-3.8671875,54.03451204299927,2
depolarizing-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.30859375,61.7741219997406,1
pauli-y-noise,deterministic,0,0,5,0.5,11,2,-3.8984375,52.519593238830566,3
depolarizing-noise,deterministic,0.02,0.02,5,0.5,9,2,-2.98828125,68.98191714286804,2
depolarizing-noise,deterministic,0.01,0.01,5,0.5,9,2,-3.234375,67.3167130947113,2
pauli-z-noise,deterministic,0,0,5,0.5,11,2,-3.935546875,60.92151689529419,3
pauli-x-noise,deterministic,0,0,5,0.5,11,2,-3.9453125,57.47598147392273,4
pauli-z-noise,deterministic,0,0,5,0.5,11,2,-3.765625,59.390143156051636,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.662109375,60.88691806793213,3
pauli-z-noise,deterministic,0,0,5,0.5,11,2,-3.955078125,57.50553107261658,4
pauli-x-noise,deterministic,0,0,5,0.5,11,2,-3.99609375,53.99835538864136,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.66015625,60.1577513217926,1
pauli-y-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.724609375,64.01531052589417,1
pauli-x-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.630859375,65.10275983810425,3
pauli-y-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.6015625,64.10733032226562,3
depolarizing-noise,deterministic,0,0,5,0.5,11,2,-3.857421875,57.77271246910095,2
depolarizing-noise,deterministic,0,0,5,0.5,11,2,-3.982421875,64.40112590789795,1
pauli-y-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.69140625,66.43042874336243,4
pauli-y-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.728515625,68.27288246154785,3
pauli-x-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.69921875,64.40725469589233,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.7421875,65.45661807060242,1
pauli-x-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.650390625,60.58703017234802,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.626953125,68.17985773086548,4
pauli-z-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.642578125,65.96375131607056,3
pauli-y-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.615234375,68.09393191337585,4
pauli-y-noise,deterministic,0.005,0.005,5,0.5,10,2,-2.95703125,62.33628273010254,4
pauli-x-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.61328125,61.47520422935486,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,10,2,-3.287109375,64.44984459877014,1
pauli-y-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.646484375,71.62887573242188,1
pauli-z-noise,deterministic,0.01,0.01,5,0.5,10,2,-3.50390625,65.77394413948059,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.005859375,72.42195320129395,4
pauli-z-noise,deterministic,0.01,0.01,5,0.5,10,2,-3.474609375,62.637680768966675,4
pauli-y-noise,deterministic,0.005,0.005,5,0.5,10,2,-2.888671875,71.92545890808105,3
pauli-z-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.701171875,68.29341244697571,2
pauli-x-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.708984375,71.54063248634338,1
depolarizing-noise,deterministic,0,0,5,0.5,11,2,-3.84765625,71.57735824584961,4
pauli-y-noise,deterministic,0.01,0.01,5,0.5,10,2,-2.740234375,65.84654426574707,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,10,2,-3.294921875,73.81511783599854,4
pauli-x-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.05078125,69.54777979850769,2
pauli-y-noise,deterministic,0.02,0.02,5,0.5,10,2,-2.59765625,65.06833410263062,2
pauli-z-noise,deterministic,0.02,0.02,5,0.5,10,2,-3.376953125,65.53564214706421,3
pauli-y-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.0390625,78.99078679084778,1
pauli-y-noise,deterministic,0,0,5,0.5,12,2,-3.88671875,62.259742736816406,4
pauli-x-noise,deterministic,0,0,5,0.5,12,2,-3.92578125,58.050663471221924,2
pauli-z-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.708984375,71.8816430568695,4
depolarizing-noise,deterministic,0,0,5,0.5,11,2,-3.89453125,72.80854821205139,3
pauli-z-noise,deterministic,0,0,5,0.5,12,2,-3.966796875,66.36024188995361,2
pauli-x-noise,deterministic,0.005,0.005,5,0.5,10,2,-2.962890625,75.51844334602356,1
pauli-z-noise,deterministic,0.01,0.01,5,0.5,10,2,-3.666015625,76.42089676856995,1
pauli-z-noise,deterministic,0.02,0.02,5,0.5,10,2,-3.296875,70.716059923172,2
depolarizing-noise,deterministic,0.01,0.01,5,0.5,10,2,-3.13671875,85.2908399105072,3
pauli-x-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.005859375,80.16306853294373,3
pauli-x-noise,deterministic,0,0,5,0.5,12,2,-3.8984375,71.80651044845581,3
pauli-y-noise,deterministic,0,0,5,0.5,12,2,-3.91015625,75.88720893859863,1
depolarizing-noise,deterministic,0.01,0.01,5,0.5,10,2,-3.353515625,71.4320113658905,4
depolarizing-noise,deterministic,0.005,0.005,5,0.5,10,2,-3.638671875,74.19218492507935,1
